No errors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No warnings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171 ms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
data source=metars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4336 results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
raw_text;station_id;observation_time;latitude;longitude;temp_c;dewpoint_c;wind_dir_degrees;wind_speed_kt;wind_gust_kt;visibility_statute_mi;altim_in_hg;sea_level_pressure_mb;corrected;auto;auto_station;maintenance_indicator_on;no_signal;lightning_sensor_off;freezing_rain_sensor_off;present_weather_sensor_off;wx_string;sky_cover;cloud_base_ft_agl;sky_cover;cloud_base_ft_agl;sky_cover;cloud_base_ft_agl;sky_cover;cloud_base_ft_agl;flight_category;three_hr_pressure_tendency_mb;maxT_c;minT_c;maxT24hr_c;minT24hr_c;precip_in;pcp3hr_in;pcp6hr_in;pcp24hr_in;snow_in;vert_vis_ft;metar_type;elevation_m
DAAG 262130Z 06012KT 9999 FEW023 23/17 Q1021;DAAG;2014-09-26T21:30:00Z;36.72;3.22;23.0;17.0;60;12;;6.21;30.147638;;;;;;;;;;;FEW;2300;;;;;;;VFR;;;;;;;;;;;;METAR;25.0
GMME 262130Z 00000KT 5000 SCT015 BKN100 19/17 Q1018 NOSIG;GMME;2014-09-26T21:30:00Z;34.03;-6.77;19.0;17.0;0;0;;3.11;30.059055;;;;;;TRUE;;;;;SCT;1500;BKN;10000;;;;;MVFR;;;;;;;;;;;;METAR;75.0
KPVB 262130Z AUTO 16005KT 10SM CLR 26/13 A3020 RMK AO2;KPVB;2014-09-26T21:30:00Z;42.68;-90.43;26.0;13.0;160;5;;10.0;30.200787;;;TRUE;TRUE;;;;;;;CLR;;;;;;;;VFR;;;;;;;;;;;;METAR;313.0
UKBB 262130Z 00000MPS 4500 BR SKC 03/03 Q1019 88CLRD95 TEMPO 0400 FG;UKBB;2014-09-26T21:30:00Z;50.33;30.9;3.0;3.0;0;0;;2.8;30.088583;;;;;;;;;;BR;SKC;;;;;;;;IFR;;;;;;;;;;;;METAR;119.0
UKDR 262130Z VRB02MPS 4700 BR FEW100 10/09 Q1018 3609//70 TEMPO 0400 FG BKN002;UKDR;2014-09-26T21:30:00Z;48.05;33.22;10.0;9.0;0;4;;2.92;30.059055;;;;;;;;;;BR;FEW;10000;;;;;;;IFR;;;;;;;;;;;;METAR;124.0
UKLL 262130Z 00000MPS 2900 BR SKC 04/04 Q1021 31CLRD80 NOSIG;UKLL;2014-09-26T21:30:00Z;49.82;23.93;4.0;4.0;0;0;;1.8;30.147638;;;;;;TRUE;;;;BR;SKC;;;;;;;;IFR;;;;;;;;;;;;METAR;325.0
UKDD 262130Z 01002MPS 5000 BR FEW033 11/09 Q1018 08090070 BECMG 2100 BR;UKDD;2014-09-26T21:30:00Z;48.37;35.1;11.0;9.0;10;4;;3.11;30.059055;;;;;;;;;;BR;FEW;3300;;;;;;;MVFR;;;;;;;;;;;;METAR;149.0
UKOO 262130Z 03002MPS CAVOK 13/06 Q1016 16090065 NOSIG;UKOO;2014-09-26T21:30:00Z;46.42;30.68;13.0;6.0;30;4;;6.21;30.0;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;35.0
UKHH 262130Z 01002MPS 6000 NSC 11/09 Q1018 070///65 NOSIG;UKHH;2014-09-26T21:30:00Z;49.92;36.28;11.0;9.0;10;4;;3.73;30.059055;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;METAR;155.0
GEML 262130Z 05004KT 020V100 7000 -DZ FEW013 SCT016 BKN028 23/21 Q1019;GEML;2014-09-26T21:30:00Z;35.27;-2.95;23.0;21.0;50;4;;4.35;30.088583;;;;;;;;;;#NOM?;FEW;1300;SCT;1600;BKN;2800;;;MVFR;;;;;;;;;;;;METAR;55.0
DTTA 262130Z 29005KT 260V330 9999 FEW026 22/15 Q1021 NOSIG;DTTA;2014-09-26T21:30:00Z;36.85;10.22;22.0;15.0;290;5;;6.21;30.147638;;;;;;TRUE;;;;;FEW;2600;;;;;;;VFR;;;;;;;;;;;;METAR;4.0
DTNH 262130Z 33007KT 9999 NSC 21/17 Q1020;DTNH;2014-09-26T21:30:00Z;36.07;10.43;21.0;17.0;330;7;;6.21;30.11811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;METAR;2.0
DTMB 262130Z 36011KT 9999 FEW020 24/17 Q1020 NOSIG;DTMB;2014-09-26T21:30:00Z;35.77;10.75;24.0;17.0;360;11;;6.21;30.11811;;;;;;TRUE;;;;;FEW;2000;;;;;;;VFR;;;;;;;;;;;;METAR;2.0
YSCB 262130Z 15005KT 9000 1500N BR BKN003 07/07 Q1021 RMK BR PATCHES TO NW AND N;YSCB;2014-09-26T21:30:00Z;-35.28;149.17;7.0;7.0;150;5;;5.59;30.147638;;;;;;;;;;BR;BKN;300;;;;;;;LIFR;;;;;;;;;;;;SPECI;577.0
UTDL 262130Z 06006G10MPS 9999 SKC 22/09 Q1006 NOSIG RMK QFE716/0955 88CLRD70;UTDL;2014-09-26T21:30:00Z;40.22;69.7;22.0;9.0;60;12;19;6.21;29.704725;;;;;;TRUE;;;;;SKC;;;;;;;;VFR;;;;;;;;;;;;METAR;442.0
UTDD 262130Z VRB01MPS 9000 SKC 16/02 Q1010 09CLRD70 NOSIG RMK QFE690/0920;UTDD;2014-09-26T21:30:00Z;38.53;68.82;16.0;2.0;0;2;;5.59;29.822834;;;;;;TRUE;;;;;SKC;;;;;;;;VFR;;;;;;;;;;;;METAR;803.0
UCFO 262130Z 12004MPS CAVOK 15/03 Q1010 R12/CLRD70 NOSIG;UCFO;2014-09-26T21:30:00Z;40.6;72.8;15.0;3.0;120;8;;6.21;29.822834;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;884.0
UCFM 262130Z 11007MPS CAVOK 20/05 Q1006 R08/CLRD70 TEMPO 12012MPS;UCFM;2014-09-26T21:30:00Z;43.07;74.48;20.0;5.0;110;14;;6.21;29.704725;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;633.0
UAUU 262130Z 04009MPS 9999 BKN010 OVC160 07/03 Q1014 R15/CLRD70 TEMPO 04015MPS BKN005CB RMK QFE744/0992;UAUU;2014-09-26T21:30:00Z;53.2;63.55;7.0;3.0;40;17;;6.21;29.940945;;;;;;;;;;;BKN;1000;OVC;16000;;;;;MVFR;;;;;;;;;;;;METAR;182.0
UATT 262130Z 06005MPS CAVOK 10/07 Q1009 R13/29//50 NOSIG RMK QFE737/0983;UATT;2014-09-26T21:30:00Z;50.25;57.2;10.0;7.0;60;10;;6.21;29.793306;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;227.0
UATG 262130Z 33006MPS 9999 BKN033CB BKN100 12/07 Q1010 R32/CLRD70 NOSIG RMK QFE759/1013;UATG;2014-09-26T21:30:00Z;47.12;51.83;12.0;7.0;330;12;;6.21;29.822834;;;;;;TRUE;;;;;BKN;3300;BKN;10000;;;;;VFR;;;;;;;;;;;;METAR;-22.0
UATE 262130Z 31003MPS 9999 SCT040CB BKN100 13/09 Q1015 R30/2///55 NOSIG RMK QFE760/1013;UATE;2014-09-26T21:30:00Z;43.87;51.1;13.0;9.0;310;6;;6.21;29.970472;;;;;;TRUE;;;;;SCT;4000;BKN;10000;;;;;VFR;;;;;;;;;;;;METAR;22.0
UAKK 262130Z 09003MPS 9999 -SHRA SCT046CB OVC070 10/00 Q1012 R05/0///70 NOSIG RMK QFE712/0949;UAKK;2014-09-26T21:30:00Z;49.67;73.33;10.0;0.0;90;6;;6.21;29.88189;;;;;;TRUE;;;;#NOM?;SCT;4600;OVC;7000;;;;;VFR;;;;;;;;;;;;METAR;538.0
UAII 262130Z 00000MPS 9999 BKN050CB OVC100 22/03 Q1005 R28/0///70 NOSIG RMK QFE717/0956;UAII;2014-09-26T21:30:00Z;42.37;69.48;22.0;3.0;0;0;;6.21;29.675198;;;;;;TRUE;;;;;BKN;5000;OVC;10000;;;;;VFR;;;;;;;;;;;;METAR;422.0
UACK 262130Z 09009MPS CAVOK 04/M01 Q1017 R02/010070 NOSIG RMK QFE738/0985;UACK;2014-09-26T21:30:00Z;53.32;69.58;4.0;-1.0;90;17;;6.21;30.029528;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;2547.0
UACC 262130Z 10010MPS 9999 -SHRA SCT043CB OVC050 09/05 Q1012 R04/2/0550 TEMPO -SHRA SCT010CB RMK QFE728/0970;UACC;2014-09-26T21:30:00Z;51.02;71.47;9.0;5.0;100;19;;6.21;29.88189;;;;;;;;;;#NOM?;SCT;4300;OVC;5000;;;;;VFR;;;;;;;;;;;;METAR;355.0
UAAA 262130Z VRB01MPS 9999 FEW100 13/04 Q1009 R88/CLRD65 NOSIG;UAAA;2014-09-26T21:30:00Z;43.35;77.03;13.0;4.0;0;2;;6.21;29.793306;;;;;;TRUE;;;;;FEW;10000;;;;;;;VFR;;;;;;;;;;;;METAR;847.0
UDSG 262130Z VRB01MPS 9999 NSC 06/01 Q1017 R02/CLRD70 NOSIG;UDSG;2014-09-26T21:30:00Z;40.75;43.87;6.0;1.0;0;2;;6.21;30.029528;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;METAR;1524.0
UDYZ 262130Z 06004MPS 9999 SKC 14/M02 Q1014 R09/000070 NOSIG;UDYZ;2014-09-26T21:30:00Z;40.15;44.4;14.0;-2.0;60;8;;6.21;29.940945;;;;;;TRUE;;;;;SKC;;;;;;;;VFR;;;;;;;;;;;;METAR;865.0
MNMG 262130Z 17008KT 5000 TSRA SCT020CB SCT023 CB/4/C STN 5KM S /SW/W /NW EN EL RESTO 7 KM;MNMG;2014-09-26T21:30:00Z;12.15;-86.17;;;170;8;;3.11;;;;;;;;;;;TSRA;SCT;2000;SCT;2300;;;;;MVFR;;;;;;;;;;;;SPECI;59.0
VOCI 262130Z 12003KT 3500 HZ SCT015 BKN080 23/22 Q1010 TEMPO VIS 3000 HZ;VOCI;2014-09-26T21:30:00Z;10.15;76.4;23.0;22.0;120;3;;2.17;29.822834;;;;;;;;;;HZ;SCT;1500;BKN;8000;;;;;IFR;;;;;;;;;;;;METAR;8.0
VOCL 262130Z 09005KT 4000 HZ FEW004 SCT012 BKN090 25/24 Q1009 TEMPO 2000 BR/RA;VOCL;2014-09-26T21:30:00Z;11.13;75.95;25.0;24.0;90;5;;2.49;29.793306;;;;;;;;;;HZ;FEW;400;SCT;1200;BKN;9000;;;IFR;;;;;;;;;;;;METAR;104.0
OISS 262130Z 00000KT CAVOK 17/03 Q1018 A3007;OISS;2014-09-26T21:30:00Z;29.52;52.57;17.0;3.0;0;0;;6.21;30.059055;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;1491.0
OIKB 262130Z 11004KT 4000 HZ FEW030 30/26 Q1008 A2979;OIKB;2014-09-26T21:30:00Z;27.22;56.37;30.0;26.0;110;4;;2.49;29.763779;;;;;;;;;;HZ;FEW;3000;;;;;;;IFR;;;;;;;;;;;;METAR;10.0
OIII 262130Z 30008KT CAVOK 21/07 Q1013 A2992 NOSIG;OIII;2014-09-26T21:30:00Z;35.68;51.3;21.0;7.0;300;8;;6.21;29.911417;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;1191.0
OIFM 262130Z 26010KT CAVOK 15/M03 Q1017 A3004;OIFM;2014-09-26T21:30:00Z;32.75;51.87;15.0;-3.0;260;10;;6.21;30.029528;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;1542.0
LETL 262130Z AUTO 14008KT 1100 R36///// RA VV/// 13/12 Q1026;LETL;2014-09-26T21:30:00Z;40.42;-1.22;13.0;12.0;140;8;;0.68;30.295275;;;TRUE;;;;;;;RA;OVX;0;;;;;;;LIFR;;;;;;;;;;;;METAR;1013.0
LEAG 262130Z AUTO 07008KT 9000 -RA FEW016 SCT039 20/17 Q1020;LEAG;2014-09-26T21:30:00Z;;;20.0;17.0;70;8;;5.59;30.11811;;;TRUE;;;;;;;#NOM?;FEW;1600;SCT;3900;;;;;VFR;;;;;;;;;;;;METAR;
LEXJ 262130Z 08004KT 050V110 7000 NSC 16/13 Q1023;LEXJ;2014-09-26T21:30:00Z;43.42;-3.82;16.0;13.0;80;4;;4.35;30.206694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;METAR;6.0
LEPP 262130Z 27001KT CAVOK 14/11 Q1024;LEPP;2014-09-26T21:30:00Z;42.77;-1.65;14.0;11.0;270;1;;6.21;30.236221;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;459.0
LESA 262130Z 08005KT CAVOK 13/05 Q1023;LESA;2014-09-26T21:30:00Z;40.95;-5.5;13.0;5.0;80;5;;6.21;30.206694;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;795.0
LEVX 262130Z VRB01KT CAVOK 17/13 Q1021 NOSIG;LEVX;2014-09-26T21:30:00Z;42.22;-8.62;17.0;13.0;0;1;;6.21;30.147638;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;256.0
LEIB 262130Z VRB02KT 9999 FEW035 20/15 Q1022 NOSIG;LEIB;2014-09-26T21:30:00Z;38.87;1.37;20.0;15.0;0;2;;6.21;30.177166;;;;;;TRUE;;;;;FEW;3500;;;;;;;VFR;;;;;;;;;;;;METAR;12.0
LEAL 262130Z 36003KT 9999 FEW025 22/16 Q1022 NOSIG;LEAL;2014-09-26T21:30:00Z;38.27;-0.55;22.0;16.0;360;3;;6.21;30.177166;;;;;;TRUE;;;;;FEW;2500;;;;;;;VFR;;;;;;;;;;;;METAR;31.0
LEVC 262130Z VRB02KT 9000 FEW030 19/17 Q1023 NOSIG;LEVC;2014-09-26T21:30:00Z;39.5;-0.47;19.0;17.0;0;2;;5.59;30.206694;;;;;;TRUE;;;;;FEW;3000;;;;;;;VFR;;;;;;;;;;;;METAR;62.0
LEMG 262130Z 00000KT 9999 FEW017 SCT020 21/20 Q1020 NOSIG;LEMG;2014-09-26T21:30:00Z;36.67;-4.5;21.0;20.0;0;0;;6.21;30.11811;;;;;;TRUE;;;;;FEW;1700;SCT;2000;;;;;VFR;;;;;;;;;;;;METAR;7.0
LEZL 262130Z 12005KT 100V190 9999 FEW040 22/16 Q1019 NOSIG;LEZL;2014-09-26T21:30:00Z;37.42;-5.9;22.0;16.0;120;5;;6.21;30.088583;;;;;;TRUE;;;;;FEW;4000;;;;;;;VFR;;;;;;;;;;;;METAR;31.0
LEPA 262130Z 04002KT 9999 FEW025 SCT042 17/14 Q1023 NOSIG;LEPA;2014-09-26T21:30:00Z;39.53;2.72;17.0;14.0;40;2;;6.21;30.206694;;;;;;TRUE;;;;;FEW;2500;SCT;4200;;;;;VFR;;;;;;;;;;;;METAR;8.0
LEBL 262130Z 08002KT 9999 SCT030 20/14 Q1024 NOSIG;LEBL;2014-09-26T21:30:00Z;41.27;2.07;20.0;14.0;80;2;;6.21;30.236221;;;;;;TRUE;;;;;SCT;3000;;;;;;;VFR;;;;;;;;;;;;METAR;6.0
LEMD 262130Z 35004KT CAVOK 17/09 Q1022 NOSIG;LEMD;2014-09-26T21:30:00Z;40.48;-3.57;17.0;9.0;350;4;;6.21;30.177166;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;582.0
LEGR 262130Z 00000KT 6000 RA VCTS FEW015 FEW040CB BKN060 18/17 Q1022;LEGR;2014-09-26T21:30:00Z;37.17;-3.77;18.0;17.0;0;0;;3.73;30.177166;;;;;;;;;;RA VCTS;FEW;1500;FEW;4000;BKN;6000;;;MVFR;;;;;;;;;;;;METAR;559.0
GCFV 262130Z 05011KT 9999 FEW020 24/19 Q1020;GCFV;2014-09-26T21:30:00Z;28.43;-13.87;24.0;19.0;50;11;;6.21;30.11811;;;;;;;;;;;FEW;2000;;;;;;;VFR;;;;;;;;;;;;METAR;23.0
GCRR 262130Z 03007KT 9999 FEW030 24/18 Q1020;GCRR;2014-09-26T21:30:00Z;28.93;-13.58;24.0;18.0;30;7;;6.21;30.11811;;;;;;;;;;;FEW;3000;;;;;;;VFR;;;;;;;;;;;;METAR;40.0
GCTS 262130Z 07012KT 9999 FEW030 24/20 Q1020 NOSIG;GCTS;2014-09-26T21:30:00Z;28.05;-16.57;24.0;20.0;70;12;;6.21;30.11811;;;;;;TRUE;;;;;FEW;3000;;;;;;;VFR;;;;;;;;;;;;METAR;72.0
GCXO 262130Z 00000KT 9999 FEW014 18/17 Q1022 NOSIG;GCXO;2014-09-26T21:30:00Z;28.48;-16.35;18.0;17.0;0;0;;6.21;30.177166;;;;;;TRUE;;;;;FEW;1400;;;;;;;VFR;;;;;;;;;;;;METAR;632.0
GCLP 262130Z 01010KT 9999 FEW016 SCT028 25/20 Q1020 NOSIG;GCLP;2014-09-26T21:30:00Z;27.92;-15.37;25.0;20.0;10;10;;6.21;30.11811;;;;;;TRUE;;;;;FEW;1600;SCT;2800;;;;;VFR;;;;;;;;;;;;METAR;25.0
LEMH 262130Z 33004KT 9999 FEW025 17/13 Q1023;LEMH;2014-09-26T21:30:00Z;39.87;4.22;17.0;13.0;330;4;;6.21;30.206694;;;;;;;;;;;FEW;2500;;;;;;;VFR;;;;;;;;;;;;METAR;82.0
LERS 262130Z 01006KT 9999 FEW030 18/14 Q1024;LERS;2014-09-26T21:30:00Z;41.13;1.17;18.0;14.0;10;6;;6.21;30.236221;;;;;;;;;;;FEW;3000;;;;;;;VFR;;;;;;;;;;;;METAR;76.0
LEVT 262130Z 09001KT CAVOK 11/10 Q1025;LEVT;2014-09-26T21:30:00Z;42.87;-2.72;11.0;10.0;90;1;;6.21;30.265747;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;509.0
LEZG 262130Z 21006KT 140V230 CAVOK 16/11 Q1023;LEZG;2014-09-26T21:30:00Z;41.67;-1.02;16.0;11.0;210;6;;6.21;30.206694;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;258.0
LEST 262130Z 08003KT CAVOK 16/12 Q1022 NOSIG;LEST;2014-09-26T21:30:00Z;42.88;-8.42;16.0;12.0;80;3;;6.21;30.177166;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;367.0
LEGE 262130Z 00000KT CAVOK 13/12 Q1024;LEGE;2014-09-26T21:30:00Z;41.88;2.77;13.0;12.0;0;0;;6.21;30.236221;;;;;;;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;129.0
LECO 262130Z VRB01KT CAVOK 17/13 Q1022 NOSIG;LECO;2014-09-26T21:30:00Z;43.28;-8.37;17.0;13.0;0;1;;6.21;30.177166;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;103.0
LEBB 262130Z VRB01KT CAVOK 15/12 Q1024 NOSIG;LEBB;2014-09-26T21:30:00Z;43.28;-2.92;15.0;12.0;0;1;;6.21;30.236221;;;;;;TRUE;;;;;CAVOK;;;;;;;;VFR;;;;;;;;;;;;METAR;34.
